1024,10852,509
2048,10813,507
4096,11037,511
8192,11407,510
16384,12025,586
32768,10742,519
65536,10917,521
131072,10565,513
262144,10768,509
524288,11630,520
1048576,10986,558
2097152,11256,552
4194304,10762,549
8388608,11591,556
16777216,11704,563
33554432,11655,686
