1024,194,547
2048,196,513
4096,192,550
8192,278,826
16384,200,493
32768,188,509
65536,190,537
131072,196,490
262144,208,472
524288,210,522
1048576,246,377
2097152,280,515
4194304,368,554
8388608,426,125
16777216,438,107
33554432,456,44
67108864,497,103
134217728,563,148
268435456,747,329
536870912,1064,591
1073741824,1600,1163
