1024,194,562
2048,196,495
4096,194,511
8192,208,720
16384,189,607
32768,263,1002
65536,214,612
131072,354,569
262144,199,496
524288,210,480
1048576,237,365
2097152,336,956
4194304,388,644
8388608,452,138
16777216,611,140
33554432,457,140
67108864,492,130
134217728,563,151
268435456,734,319
536870912,1432,924
1073741824,1881,1164
