1024,194,560
2048,194,457
4096,192,498
8192,190,723
16384,189,507
32768,189,543
65536,189,487
131072,192,486
262144,199,500
524288,271,818
1048576,245,579
2097152,324,433
4194304,377,658
8388608,427,135
16777216,457,23
33554432,455,133
67108864,494,207
134217728,565,146
268435456,709,289
536870912,1079,628
1073741824,1587,1271
