1024,2413,540
2048,2541,540
4096,2130,560
8192,2134,522
16384,2129,529
32768,2124,510
65536,2123,509
131072,2164,508
262144,2262,507
524288,2166,509
1048576,2165,557
2097152,2157,555
4194304,2160,553
8388608,2290,559
16777216,2695,568
33554432,2972,580
