1024,10383,509
2048,10239,506
4096,11129,510
8192,9861,511
16384,9912,515
32768,9877,518
65536,10111,521
131072,9724,513
262144,10431,509
524288,9707,507
1048576,12058,557
2097152,10736,551
4194304,10716,550
8388608,10778,556
16777216,11224,564
33554432,11282,576
